File Name,Entropy Threshold,Prob Threshold,# Progressions,Keymode,Triad Mode,beatMode,formMode,# Abstract Forms,Max Entropy,Average Entropy,Entropy STD
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.4_0.25.csv,1.4,0.25,151,False,7,True,False,72,2.950718740427241,1.8478555597204642,0.357968492307
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.5_0.25.csv,1.5,0.25,138,False,7,True,False,78,2.9511430177077886,1.9408791756063548,0.362810713951
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.5_0.25.csv,0.5,0.25,431,False,7,True,True,114,2.4104172527605194,0.9635402930864275,0.379193284923
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.6_0.25.csv,0.6,0.25,387,False,7,True,True,102,2.4104172527605194,1.0598596156835207,0.375710578621
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.7_0.25.csv,0.7,0.25,358,False,7,True,True,96,2.6357583464204115,1.1372708716113558,0.378337482786
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.8_0.25.csv,0.8,0.25,330,False,7,True,True,93,2.6357583464204115,1.2089803491119435,0.375542502223
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.9_0.25.csv,0.9,0.25,292,False,7,True,True,88,2.6359408513859846,1.3038193648788148,0.384382063009
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.0_0.25.csv,1.0,0.25,225,False,7,True,True,62,3.121928094887362,1.4635092909645566,0.405586240103
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.1_0.25.csv,1.1,0.25,204,False,7,True,True,58,3.121928094887362,1.5469010603078703,0.391668369828
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.2_0.25.csv,1.2,0.25,176,False,7,True,True,57,3.1471857946060164,1.662419833451076,0.400027326741
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.3_0.25.csv,1.3,0.25,143,False,7,True,True,49,3.3356817055979473,1.800494022912317,0.410750607584
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.4_0.25.csv,1.4,0.25,129,False,7,True,True,45,3.3356817055979473,1.8716948717068844,0.40145318776
ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.5_0.25.csv,1.5,0.25,111,False,7,True,True,42,3.3356817055979473,1.9458521718612145,0.388158026739
